4,aka_name,parachute_name_gender,0,193486
4,aka_name,parachute_name_gender,1,322478
4,aka_name,parachute_name_gender,2,385379
4,cast_info,parachute_name_name,1,1116
4,cast_info,parachute_name_name,2,13635
4,cast_info,parachute_name_name,3,36229593
4,cast_info,parachute_name_gender,0,8513290
4,cast_info,parachute_name_gender,1,10150633
4,cast_info,parachute_name_gender,2,17580421
4,cast_info,parachute_title_title,1,20901
4,cast_info,parachute_title_title,2,90919
4,cast_info,parachute_title_title,3,36132524
4,cast_info,parachute_title_production_year,0,7032278
4,cast_info,parachute_title_production_year,1,9653840
4,cast_info,parachute_title_production_year,2,9130884
4,cast_info,parachute_title_production_year,3,10427342
4,cast_info,parachute_role_type_role,0,12670688
4,cast_info,parachute_role_type_role,1,7451973
4,cast_info,parachute_role_type_role,2,8331055
4,cast_info,parachute_role_type_role,3,7790628
4,movie_companies,parachute_title_title,1,1190
4,movie_companies,parachute_title_title,2,7420
4,movie_companies,parachute_title_title,3,2600519
4,movie_companies,parachute_title_production_year,0,920388
4,movie_companies,parachute_title_production_year,1,630308
4,movie_companies,parachute_title_production_year,2,533857
4,movie_companies,parachute_title_production_year,3,524576
4,movie_companies,parachute_company_name_name,1,14516
4,movie_companies,parachute_company_name_name,2,8466
4,movie_companies,parachute_company_name_name,3,2586147
4,movie_companies,parachute_company_name_country_code,0,1153798
4,movie_companies,parachute_company_name_country_code,1,777826
4,movie_companies,parachute_company_name_country_code,2,677505
4,movie_companies,parachute_company_type_kind,0,1274246
4,movie_companies,parachute_company_type_kind,1,1334883
4,movie_info_idx,parachute_title_production_year,0,351343
4,movie_info_idx,parachute_title_production_year,1,443658
4,movie_info_idx,parachute_title_production_year,2,332485
4,movie_info_idx,parachute_title_production_year,3,252549
4,movie_keyword,parachute_title_title,1,3216
4,movie_keyword,parachute_title_title,2,14770
4,movie_keyword,parachute_title_title,3,4505944
4,movie_keyword,parachute_title_production_year,0,1404006
4,movie_keyword,parachute_title_production_year,1,1392199
4,movie_keyword,parachute_title_production_year,2,1043683
4,movie_keyword,parachute_title_production_year,3,684042
4,movie_keyword,parachute_keyword_keyword,1,1080
4,movie_keyword,parachute_keyword_keyword,2,41124
4,movie_keyword,parachute_keyword_keyword,3,4481726
4,title,parachute_kind_type_kind,0,1543264
4,title,parachute_kind_type_kind,1,985048
4,movie_info,parachute_title_title,1,8852
4,movie_info,parachute_title_title,2,44993
4,movie_info,parachute_title_title,3,14781875
4,movie_info,parachute_title_production_year,0,4745989
4,movie_info,parachute_title_production_year,1,3783079
4,movie_info,parachute_title_production_year,2,3185380
4,movie_info,parachute_title_production_year,3,3121272
4,person_info,parachute_name_name,1,62
4,person_info,parachute_name_name,2,1565
4,person_info,parachute_name_name,3,2962037
4,person_info,parachute_name_gender,0,923950
4,person_info,parachute_name_gender,1,422449
4,person_info,parachute_name_gender,2,1617265
